7.367362	7.140648	1
7.352394	6.206760	1
14.951018	14.815287	0
0.201557	-1.140074	2
8.926600	9.409198	1
6.895830	8.202661	1
-0.101334	-1.094589	2
-0.951426	-0.562103	2
0.757856	0.639770	2
-1.309038	0.370569	2
16.344731	16.499948	0
9.173680	10.468923	1
9.928520	8.403355	1
15.168970	14.360466	0
-1.005762	-1.172518	2
0.115500	-0.140939	2
7.172108	6.992489	1
-0.289325	-0.216540	2
7.989755	7.998279	1
14.760624	15.545402	0
15.699971	14.340651	0
-0.488307	0.538907	2
15.414499	16.229134	0
10.046978	10.321226	1
17.267236	17.774662	0
7.253687	8.566422	1
16.738277	16.721365	0
8.713855	7.247613	1
-2.596078	-4.827271	2
8.339557	9.312872	1
0.827758	-0.250005	2
1.466008	0.302582	2
8.630550	9.092912	1
8.621856	8.015726	1
14.685618	15.744369	0
15.065655	15.646936	0
7.875854	6.308377	1
2.120623	4.122875	2
15.024089	15.833234	0
17.931041	17.210325	0
7.972725	7.887364	1
9.007158	9.788758	1
5.133586	4.461647	1
7.850589	8.517372	1
-0.414516	0.173008	2
0.213296	-1.044439	2
8.577176	9.763542	1
1.338586	0.962729	2
9.076317	6.994715	1
-0.954987	-0.323398	2
8.044061	8.305472	1
0.890362	0.544079	2
-0.840778	-1.320810	2
7.001839	8.798878	1
15.664936	15.824942	0
-1.005445	-1.499815	2
-0.179551	0.237527	2
-0.315194	-2.040871	2
15.076850	14.810319	0
7.934895	7.303246	1
15.843711	14.988914	0
-0.863686	-1.599666	2
8.283438	8.610898	1
7.805496	7.152520	1
16.958468	17.332070	0
16.744120	17.081707	0
-0.593561	0.138241	2
6.750326	7.049790	1
-1.996148	-2.360902	2
1.703800	2.005721	2
17.537582	18.408967	0
-0.381831	-0.673791	2
14.754180	14.052999	0
15.987762	15.613432	0
-0.470593	0.406491	2
15.140095	13.240682	0
17.238479	16.532032	0
7.228345	8.426246	1
1.453092	0.446147	2
17.601667	19.779482	0
8.493410	9.343337	1
8.041370	8.299648	1
17.414952	17.470301	0
16.335656	18.187910	0
-1.011048	-1.170857	2
6.983381	6.373257	1
0.542682	-1.136185	2
-1.155905	-1.633379	2
8.544512	8.518557	1
0.538906	1.355969	2
6.295651	7.469178	1
-0.539759	-0.578796	2
13.632940	14.841027	0
16.858575	17.053990	0
6.766653	6.127101	1
-1.421446	-2.222642	2
16.809820	15.632188	0
16.912780	16.276317	0
15.442567	14.206216	0
10.810133	9.972358	1
6.629006	5.838275	1
0.338988	0.900686	2
16.945288	17.450882	0
7.704921	6.674886	1
16.076130	16.328379	0
8.493618	9.524455	1
1.131100	1.159256	2
0.185827	-1.464293	2
8.266437	9.302043	1
1.190455	1.539165	2
0.278176	-1.417218	2
9.225678	9.859951	1
16.354933	16.357529	0
0.672287	0.451672	2
-1.176409	-1.148653	2
-0.126755	-0.444542	2
0.565134	0.426695	2
9.188923	11.014641	1
7.595585	7.979147	1
7.008023	6.362053	1
0.017838	-1.383856	2
7.496295	8.799252	1
16.661646	17.748247	0
0.654892	0.671406	2
15.400477	15.459759	0
7.157398	6.931837	1
7.828199	7.214941	1
7.951846	9.780519	1
-0.091627	-0.833120	2
16.215327	14.581692	0
0.967486	1.372018	2
16.465689	16.531538	0
16.286419	16.415971	0
18.507112	16.965543	0
0.664506	0.858282	2
8.858108	8.280368	1
0.648905	-0.497841	2
16.313921	15.120934	0
9.399145	11.414843	1
-1.373176	-1.470158	2
5.636557	5.828337	1
0.477850	-1.306898	2
-0.206977	-0.504503	2
17.086601	17.414613	0
-2.529729	-2.941594	2
15.150895	14.224564	0
7.716077	6.153422	1
15.693914	15.172590	0
-1.875391	-1.837897	2
15.542315	16.357413	0
8.067474	7.683520	1
15.704344	15.844738	0
7.051970	8.889361	1
7.801198	8.060003	1
9.110881	11.793577	1
1.039436	1.000927	2
9.781188	8.227141	1
-1.474656	-1.380672	2
0.280606	-1.404746	2
-0.412747	-1.726881	2
0.444111	0.216511	2
-0.231439	-1.050593	2
8.396001	9.079830	1
17.639639	18.171367	0
17.419557	18.596627	0
8.435118	8.837446	1
8.144654	7.796805	1
16.104360	17.308884	0
15.817786	14.549527	0
1.339894	2.484834	2
-0.300542	0.567629	2
9.274271	8.083935	1
1.248509	1.794548	2
15.047003	13.869198	0
0.968947	-0.136020	2
-1.014103	-0.522762	2
15.167107	16.513498	0
15.839089	17.258245	0
15.256933	13.005297	0
17.384473	14.723426	0
-2.328575	-2.316041	2
7.704970	7.399475	1
7.515296	6.885010	1
0.640891	-0.266704	2
14.335901	14.272263	0
16.788359	19.028416	0
13.813699	12.887544	0
0.352005	-0.622690	2
7.013208	6.755201	1
1.482573	2.743012	2
9.098156	9.104521	1
0.057718	-2.533090	2
8.416646	8.885894	1
16.958264	18.748493	0
-0.845669	-0.487866	2
7.635000	6.229084	1
15.916660	15.303333	0
7.835906	7.700972	1
15.588095	16.083008	0
15.408002	15.280075	0
-0.269551	0.616002	2
17.572143	17.572705	0
15.552156	16.458870	0
14.046856	13.916043	0
8.353108	8.704201	1
0.527444	0.752969	2
9.987343	10.275127	1
15.856010	16.828474	0
8.673620	9.242132	1
16.328577	16.114952	0
15.907282	15.014039	0
5.994872	5.009722	1
15.748657	16.454807	0
15.306447	15.671052	0
-0.965592	-0.635673	2
-1.358192	-1.724397	2
7.761406	6.854072	1
9.261849	11.555253	1
1.107371	0.183227	2
8.049107	7.479594	1
14.769415	14.071490	0
7.545325	8.312893	1
6.418996	5.316659	1
7.344208	7.508997	1
15.383814	15.323789	0
0.748973	-1.137675	2
15.242412	14.564102	0
18.231215	19.183329	0
8.812516	8.793907	1
0.686102	0.869476	2
9.609167	11.420849	1
8.118895	7.823406	1
0.061651	1.811460	2
8.211766	9.730348	1
0.022175	-0.930478	2
-1.196448	-1.824798	2
6.841185	5.693899	1
0.113410	-0.344266	2
0.254907	0.134569	2
6.614640	7.054675	1
8.324466	10.003544	1
16.185341	15.978622	0
0.767394	0.320961	2
8.714704	7.763485	1
8.352496	8.329147	1
0.751160	0.071618	2
0.577765	1.003077	2
0.040650	0.032420	2
8.024328	9.749531	1
9.649128	12.186247	1
9.110543	9.521491	1
16.613792	15.776941	0
7.141953	7.419124	1
-0.217024	0.329816	2
-1.048314	-0.725596	2
15.237590	15.030987	0
-0.500376	-2.565846	2
15.321996	16.520212	0
15.516597	14.900466	0
14.532016	14.363336	0
15.715796	14.778396	0
16.339329	16.461293	0
8.631087	9.172467	1
9.673677	9.456734	1
-1.706639	-2.146116	2
5.881375	6.089040	1
-1.548073	-0.925575	2
-0.284930	0.530979	2
16.519997	18.535912	0
6.473954	6.792197	1
8.790695	8.419181	1
16.496995	16.494711	0
17.074845	16.291225	0
6.710816	5.986787	1
7.657755	7.517209	1
7.792672	8.140777	1
9.176126	7.700855	1
-1.116658	-0.627371	2
16.866296	17.144176	0
-1.034656	-2.793889	2
17.926975	17.378032	0
16.311143	16.145692	0
8.227616	7.414588	1
9.990690	8.279386	1
17.241626	16.583432	0
0.626123	-0.726019	2
0.923170	2.748895	2
-0.577449	-0.796590	2
-0.689235	-0.490836	2
5.768585	4.485081	1
-1.029175	-0.874214	2
15.053241	15.111269	0
16.312585	15.534359	0
0.962202	1.155449	2
7.608584	8.003030	1
16.781216	17.951066	0
1.569200	2.610617	2
-1.210521	-1.135288	2
-0.531360	-1.425664	2
0.025637	1.874798	2
16.452079	15.612229	0
7.825439	7.677026	1
6.097779	6.755814	1
0.395574	1.907714	2
16.182325	17.454325	0
16.420914	17.205777	0
7.516674	8.156154	1
-2.487653	-0.919881	2
9.603182	9.394289	1
9.142616	10.471650	1
0.206434	0.653180	2
-0.742975	-1.236566	2
0.332667	-0.112218	2
-0.386510	-0.575933	2
0.449647	0.267605	2
17.461437	16.673684	0
8.173770	8.210676	1
-0.358244	1.072388	2
0.500971	0.846388	2
8.756330	9.426724	1
8.662253	9.087154	1
14.112948	15.194218	0
0.419300	0.777650	2
7.952559	7.885430	1
6.083241	6.097684	1
-0.771571	-0.060400	2
13.804806	14.101037	0
8.409994	9.180182	1
16.400132	15.668430	0
0.021461	1.138926	2
16.651031	16.485941	0
8.920748	8.388931	1
-0.019355	1.102891	2
16.440031	15.938542	0
15.927220	15.022105	0
-1.634258	-0.362672	2
14.108945	13.575559	0
7.051509	7.525908	1
-0.640847	-0.893625	2
13.958656	14.429643	0
17.029045	16.324643	0
0.598196	2.937919	2
14.373637	12.986832	0
0.132800	0.513366	2
15.360775	16.572185	0
14.944521	15.465747	0
16.427567	16.792024	0
16.765868	16.207593	0
8.763663	7.853600	1
