7.976456	8.862921
8.793784	8.324063
9.423871	10.221965
9.027181	8.232314
8.677145	7.758980
8.895183	8.772997
9.783949	9.581713
9.458462	9.171142
8.071959	8.722733
9.402152	10.510447
10.035765	9.668856
10.447970	11.580993
9.474043	11.538638
10.195048	9.078771
8.945044	9.038382
8.669004	8.578345
7.845297	7.259682
7.530570	6.063690
9.648285	11.486936
9.590113	10.485435
7.734342	6.434085
7.705387	7.888743
9.906512	11.650522
8.164743	7.749482
7.639118	7.575545
8.164162	7.108055
9.953237	8.498409
9.105087	8.996125
9.494118	9.491170
8.121263	8.464563
9.712921	10.491594
10.857587	13.339670
7.764092	7.082698
8.740747	7.661009
8.379546	8.938871
9.046827	9.140295
9.683687	10.129765
8.204076	9.956133
10.148672	9.919269
8.954450	10.265036
8.463761	9.291823
10.826133	10.437902
8.559748	8.643423
9.612871	8.943422
9.918227	8.708799
8.930850	8.808754
8.483525	7.424234
9.038836	8.587074
10.694544	12.253841
8.155862	8.528467
6.886704	8.175281
8.244033	8.248833
8.570099	8.922319
9.916061	10.129629
9.412725	9.804063
9.534097	9.743547
7.282423	6.572203
8.308878	8.211578
9.632275	8.620035
8.818836	10.250008
9.813493	9.866642
9.051981	7.416575
7.670563	8.804595
10.861990	11.194637
8.520676	8.343470
8.695446	9.265508
8.797672	7.886845
10.359668	10.246110
9.851782	11.759887
7.776585	7.022465
10.363563	9.307945
7.997979	8.624514
9.459245	10.197582
9.070510	7.722890
6.676903	7.605451
8.015774	10.377367
8.169283	7.896607
7.781339	6.936169
9.659237	10.373932
9.632034	8.799103
9.751792	11.423334
9.344911	10.013738
8.323303	9.842863
8.893556	8.936999
7.629457	8.421433
9.424898	8.448013
8.484746	7.563580
9.605523	8.827929
9.427081	11.924616
9.979656	12.110137
9.508501	9.026420
9.061530	9.264436
8.828085	7.344215
10.056756	9.742038
7.631353	7.642905
9.312946	9.862564
8.992930	8.606925
8.972138	7.830531
9.411208	8.061494
9.714982	9.005508
8.869885	9.861080
9.847013	10.485877
8.698829	8.143959
8.477029	8.323314
8.454697	6.956629
9.124735	7.920078
10.127036	11.174447
7.672534	7.560187
8.325699	7.146277
8.061406	8.267490
8.095017	8.002341
9.951545	10.543683
7.026808	5.581172
10.584691	10.573006
9.131916	7.984417
7.903614	7.047447
7.743207	6.549192
6.751357	7.980984
8.575813	8.119898
8.676466	8.564486
7.781783	7.602985
9.390973	8.637023
8.908204	9.849499
9.148072	7.853500
9.308988	7.908682
8.627327	8.329320
10.420202	9.377711
7.144519	5.756589
9.608856	9.324994
9.613800	8.308391
5.740464	7.596814
10.750674	8.376499
9.226224	8.870395
10.372113	10.216459
10.364942	10.101145
11.203012	11.819537
10.646611	9.670994
7.311877	7.526196
10.233333	10.056813
10.706736	11.979169
10.632992	10.281954
8.866669	10.422355
9.421541	8.897529
8.160037	5.841473
9.352166	8.181223
9.651185	9.430827
7.395962	5.930579
9.281783	10.197687
10.404645	10.981062
8.607463	7.014083
9.113691	9.323314
8.655291	8.859284
7.834703	7.770968
9.781168	8.399990
10.216614	9.899195
9.174673	9.895126
11.222751	10.765345
8.867973	8.368505
8.066735	7.489838
7.777682	7.849946
9.777599	11.027442
8.613580	9.989269
10.171434	10.452531
9.146525	9.324083
8.842414	8.531833
9.136492	9.192614
8.549592	8.958325
9.362322	9.498428
8.896277	9.893547
9.168361	8.753834
8.326873	7.062313
8.676403	8.135009
10.131944	10.884417
8.025418	7.165696
8.153334	8.899333
8.516857	9.552653
9.056426	10.849117
9.753998	10.211191
8.636507	9.048015
9.055531	7.617199
10.004280	11.005574
9.283147	8.703413
10.118004	9.686770
7.613690	8.499610
9.346252	8.326118
9.230061	10.586739
9.083088	9.224923
9.338097	9.327246
11.148829	10.583422
9.136557	7.585427
9.415173	9.671084
12.215105	11.076505
9.808393	9.474106
7.936012	7.769988
10.333306	10.960203
9.019902	9.193219
8.962949	7.455985
9.246498	8.801182
7.987190	7.895123
8.781714	7.725777
10.634670	10.268193
10.254015	10.798061
10.310305	8.815966
8.765952	10.868574
9.433350	7.993706
9.064719	10.444280
8.016376	6.791439
9.562549	9.973090
9.851494	9.467166
10.472609	10.318431
8.208049	8.237522
9.116046	8.683964
9.684585	8.971542
9.558530	10.950426
8.682923	8.596609
8.490903	8.157299
8.312141	10.546967
9.540214	10.120859
8.627816	9.211249
7.646798	7.852093
7.252168	7.789391
7.913299	9.203729
10.676162	12.018283
8.733161	7.139615
6.914291	7.351742
8.570235	8.204150
7.196180	8.223652
7.935499	6.941559
10.284748	12.257122
8.264798	9.584047
8.971605	8.994505
9.242025	8.365117
8.365922	8.583052
9.592887	7.546452
9.342766	9.769714
9.323616	9.449594
8.322727	7.468939
9.981438	9.204519
10.061515	10.133434
8.353339	7.784776
9.384545	10.404120
10.019321	9.583559
11.111824	11.493414
9.820080	9.353650
8.305176	10.043915
9.041089	8.754371
10.085020	10.132786
8.887242	9.735166
9.475894	8.179560
9.698059	11.054021
8.394518	8.702754
8.480515	6.083116
10.133894	8.882107
9.767987	9.872684
9.302738	9.537108
9.895298	10.616595
8.655895	8.852033
8.817423	8.210899
9.138215	9.869373
9.014030	9.636402
8.363877	7.176869
8.935086	8.271192
9.640780	10.649178
10.283793	10.166059
10.758252	9.603411
9.717165	10.148521
9.496463	9.584178
7.147546	8.640225
9.509670	9.237983
8.480818	9.124673
9.545968	8.034186
8.268457	6.436419
9.333571	9.046811
10.040953	9.909111
9.052275	8.823569
9.585331	10.644707
7.728521	8.578029
8.015733	7.873788
9.522525	9.090646
8.709857	8.442896
9.339702	8.834675
9.057766	8.287203
9.187099	9.274463
9.402662	8.433794
8.739461	7.810397
10.238945	9.633460
8.619240	6.648999
9.429899	8.260915
8.630031	8.556156
8.393570	7.707391
8.957976	10.237696
10.400922	9.175120
8.309103	7.248905
10.315882	9.483405
8.718163	8.703865
9.760397	10.624331
9.631485	10.893155
7.432703	6.173260
9.556357	8.745586
9.327357	7.373270
8.155301	8.464332
9.149899	9.272327
9.085223	8.776751
9.201365	7.767141
8.427595	8.006378
10.866869	10.927558
8.693582	8.119855
9.756731	9.473571
8.979469	9.274773
7.511055	6.675572
9.352792	9.683343
9.263528	9.438913
9.400794	9.088317
10.361114	10.462424
9.701052	10.121768
9.760697	10.261395
8.548360	8.430430
8.183735	9.854803
8.887003	9.059421
10.845285	10.543423
9.893196	9.355473
9.262546	10.435136
8.381892	9.344089
6.756923	7.088086
7.758718	7.294639
8.254185	7.394030
7.860289	7.660152
10.385332	11.058479
7.748515	8.236234
10.254460	9.083071
8.922443	7.612984
8.494008	9.898510
8.898832	10.184726
6.884711	7.814362
9.284477	8.308992
10.234143	9.359883
9.194986	8.720495
8.135985	7.726069
8.555314	9.552291
9.610008	9.414692
9.592021	9.920357
8.652911	10.449480
8.964382	9.066480
8.627159	7.358093
8.205335	8.577581
8.746618	8.355997
8.531295	8.388270
7.932693	7.216723
9.208341	9.770122
9.745392	9.596568
9.436348	9.401632
8.390951	6.848554
8.483279	8.297363
7.492637	6.261328
10.279433	11.266698
8.221883	8.060506
9.879551	10.674439
8.172887	8.343116
8.767163	10.660062
10.186264	11.637383
9.174577	8.399135
9.180779	10.158687
7.376831	6.704130
7.939752	7.389000
7.372391	7.224987
8.162564	7.750230
9.958797	8.547508
9.712478	10.065146
8.778674	9.348364
8.375572	7.145242
10.688330	10.229964
8.433543	7.531355
8.526138	6.654968
6.911157	7.579071
9.113228	10.327869
